Genome	DomestiCAT_Aruba-501 Length	DomestiCAT_Aruba-502 Length	DomestiCAT_Aruba-503 Length	DomestiCAT_Aruba-504 Length	DomestiCAT_Aruba-505 Length	DomestiCAT_Aruba-506 Length	DomestiCAT_Aruba-507 Length	DomestiCAT_Aruba-508 Length	DomestiCAT_Aruba-509 Length	DomestiCAT_Aruba-510 Length	DomestiCAT_Aruba-511 Length	DomestiCAT_Aruba-512 Length	DomestiCAT_Aruba-513 Length	DomestiCAT_Aruba-514 Length	DomestiCAT_Aruba-515 Length	DomestiCAT_Aruba-516 Length	DomestiCAT_Brazil-501 Length	DomestiCAT_Brazil-502 Length	DomestiCAT_Brazil-503 Length	DomestiCAT_Brazil-504 Length	DomestiCAT_Brazil-505 Length	DomestiCAT_Brazil-506 Length	DomestiCAT_Brazil-507 Length	DomestiCAT_Brazil-508 Length	DomestiCAT_Brazil-509 Length	DomestiCAT_Brazil-510 Length	DomestiCAT_Brazil-511 Length	DomestiCAT_Brazil-512 Length	DomestiCAT_Brazil-513 Length	DomestiCAT_Brazil-514 Length	DomestiCAT_Brazil-515 Length	DomestiCAT_Brazil-516 Length	DomestiCAT_CaboVerde-501 Length	DomestiCAT_CaboVerde-502 Length	DomestiCAT_CaboVerde-503 Length	DomestiCAT_CaboVerde-504 Length	DomestiCAT_CaboVerde-505 Length	DomestiCAT_CaboVerde-506 Length	DomestiCAT_CaboVerde-507 Length	DomestiCAT_CaboVerde-508 Length	DomestiCAT_CaboVerde-509 Length	DomestiCAT_CaboVerde-510 Length	DomestiCAT_CaboVerde-511 Length	DomestiCAT_CaboVerde-512 Length	DomestiCAT_CaboVerde-513 Length	DomestiCAT_CaboVerde-514 Length	DomestiCAT_CaboVerde-515 Length	DomestiCAT_Denmark_10 Length	DomestiCAT_Denmark_11 Length	DomestiCAT_Denmark_12 Length	DomestiCAT_Denmark_13 Length	DomestiCAT_Denmark_14 Length	DomestiCAT_Denmark_15 Length	DomestiCAT_Denmark_16 Length	DomestiCAT_Denmark_1 Length	DomestiCAT_Denmark_2 Length	DomestiCAT_Denmark_3 Length	DomestiCAT_Denmark_4 Length	DomestiCAT_Denmark_5 Length	DomestiCAT_Denmark_6 Length	DomestiCAT_Denmark_7 Length	DomestiCAT_Denmark_8 Length	DomestiCAT_Denmark_9 Length	DomestiCAT_Denmark_blank Length	DomestiCAT-Malaysia-501 Length	DomestiCAT-Malaysia-502 Length	DomestiCAT-Malaysia-503 Length	DomestiCAT-Malaysia-504 Length	DomestiCAT-Malaysia-505 Length	DomestiCAT-Malaysia-506 Length	DomestiCAT-Malaysia-507 Length	DomestiCAT-Malaysia-508 Length	DomestiCAT-Malaysia-509 Length	DomestiCAT-Malaysia-510 Length	DomestiCAT-Malaysia-511 Length	DomestiCAT-Malaysia-512 Length	DomestiCAT-Malaysia-513 Length	DomestiCAT-Malaysia-514 Length	DomestiCAT-Malaysia-515 Length	DomestiCAT-Malaysia-516 Length	DomestiCAT_Spain-501 Length	DomestiCAT_Spain-502 Length	DomestiCAT_Spain-503 Length	DomestiCAT_Spain-504 Length	DomestiCAT_Spain-505 Length	DomestiCAT_Spain-506 Length	DomestiCAT_Spain-507 Length	DomestiCAT_Spain-508 Length	DomestiCAT_Spain-509 Length	DomestiCAT_Spain-510 Length	DomestiCAT_Spain-511 Length	DomestiCAT_Spain-512 Length	DomestiCAT_Spain-513 Length	DomestiCAT_Spain-514 Length	DomestiCAT_Spain-515 Length	DomestiCAT_Spain-516 Length
bin_Denmark.113	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333	1382333
bin_Brazil.11	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486	1839486
bin_Brazil.15	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144	1828144
bin_Brazil.103	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097	3242097
bin_Brazil.69	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768	2990768
bin_Malaysia.6	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335	2245335
bin_Denmark.120	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102	2039102
bin_Brazil.89	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698	1987698
bin_Denmark.109	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412	2214412
bin_Brazil.110	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733	2713733
bin_Brazil.88	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473	1543473
bin_Aruba.10	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180	2620180
bin_Brazil.6	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682	2494682
bin_Denmark.50	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332	2018332
bin_Aruba.39	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884	1979884
bin_Aruba.2	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755	2265755
bin_CaboVerde.9	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532	1799532
bin_Denmark.4	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820	1213820
bin_Brazil.75	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322	1681322
bin_Malaysia.127	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036	2032036
bin_Brazil.54	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478	2012478
bin_Denmark.34	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921	2706921
bin_Denmark.51	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626	2107626
bin_Malaysia.132	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009	2021009
bin_Malaysia.45	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242	2619242
bin_CaboVerde.60	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697	2107697
bin_CaboVerde.51	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980	1267980
bin_CaboVerde.37	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304	1955304
bin_Aruba.43	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016	2570016
bin_Brazil.97	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887	2058887
bin_Spain.48	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748	4757748
